"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 13 19:34:34 IST 2022","Tue Dec 13 19:35:29 IST 2022","54320","","Adding product and doing GuestUser Checkout","","Adding product and doing GuestUser Checkout","Launching the URL and selecting the product","Launching the URL and selecting the product",""
